"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"PLK inhibitor",1.80333333333333,0.410406302745625,0.000125094496019932,"transcriptomics, proteomics, metabolomics",3,2,"transcriptomics, proteomics",0.0103828431696544
"MDM inhibitor",1.63333333333333,0.430155010819743,0.00240185384072756,"transcriptomics, proteomics, metabolomics",3,1,"metabolomics",0.0591170525636295
"sterol demethylase inhibitor",1.57,0.383536178215302,0.0714892001869014,"transcriptomics, proteomics, metabolomics",3,1,"metabolomics",0.296680180775641
"acetylcholine receptor agonist",1.46666666666667,0.32316146634977,0.0176719604230495,"transcriptomics, proteomics, metabolomics",3,0,"",0.133342974101191
"serotonin receptor agonist",1.33333333333333,0.377403409276246,0.0448305100843667,"transcriptomics, proteomics, metabolomics",3,0,"",0.237996229004962
"ATPase inhibitor",1.32533333333333,0.525761669707229,0.0136003308599986,"transcriptomics, proteomics, metabolomics",3,1,"proteomics",0.125425273486654
"DNA inhibitor",1.31,0.0721110255092797,0.102251409257752,"transcriptomics, proteomics, metabolomics",3,0,"",0.368994216017104
"glucocorticoid receptor agonist",1.28666666666667,0.436157463920238,0.0358107941875691,"transcriptomics, proteomics, metabolomics",3,1,"metabolomics",0.228638147505249
"tubulin polymerization inhibitor",1.197,0.322594172297021,0.1721661869189,"transcriptomics, proteomics, metabolomics",3,0,"",0.522719237289947
"Aurora kinase inhibitor",1.19333333333333,0.183393929379719,0.189305750862537,"transcriptomics, proteomics, metabolomics",3,0,"",0.523745910719686
"progesterone receptor agonist",1.19333333333333,0.153079500042734,0.221191162691551,"transcriptomics, proteomics, metabolomics",3,0,"",0.549711490227961
"growth factor receptor inhibitor",1.16766666666667,0.31679067747226,0.221277719413408,"transcriptomics, proteomics, metabolomics",3,0,"",0.549711490227961
"estrogen receptor agonist",1.12333333333333,0.204042479237372,0.303384496583465,"transcriptomics, proteomics, metabolomics",3,0,"",0.599712323069097
"opioid receptor agonist",1.05466666666667,0.325062045359549,0.429045558690266,"transcriptomics, proteomics, metabolomics",3,0,"",0.684822718678694
"dopamine receptor antagonist",1.01833333333333,0.409590445852114,0.381173921200214,"transcriptomics, proteomics, metabolomics",3,0,"",0.673136924672718
"estrogen receptor antagonist",1.005,0.234467481753867,0.484273487044021,"transcriptomics, proteomics, metabolomics",3,0,"",0.71776248972596
"serotonin receptor antagonist",1.00133333333333,0.207164990607326,0.52426304021773,"transcriptomics, proteomics, metabolomics",3,0,"",0.737522582001213
"protein synthesis inhibitor",0.993,0.319995312465667,0.477995068875388,"transcriptomics, proteomics, metabolomics",3,0,"",0.71776248972596
"mTOR inhibitor",0.895333333333333,0.124444097221738,0.743893978929366,"transcriptomics, proteomics, metabolomics",3,0,"",0.851338029910444
"antioxidant",0.882666666666667,0.15007109426313,0.748767182933282,"transcriptomics, proteomics, metabolomics",3,0,"",0.851338029910444
"androgen receptor antagonist",0.819333333333333,1.23770809698141,0.0826639540891386,"transcriptomics, proteomics, metabolomics",3,1,"metabolomics",0.326719437590405
"PI3K inhibitor",0.720666666666667,0.23715887782947,0.923930343272636,"transcriptomics, proteomics, metabolomics",3,0,"",0.95857773114536
"PARP inhibitor",0.704,1.13903819075569,0.232218095090246,"transcriptomics, proteomics, metabolomics",3,0,"",0.550688625499727
"HCV inhibitor",0.59,1.77738572065829,0.0104616887246457,"transcriptomics, proteomics, metabolomics",3,1,"metabolomics",0.125425273486654
"HMGCR inhibitor",0.573333333333333,1.55165503038959,0.0309329853363614,"transcriptomics, proteomics, metabolomics",3,0,"",0.2139531485765
