"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"transcriptomics","Pearson.est","EGFR inhibitor",-0.60353,-1.58,0.0575,1249,0.328,"BMS.690514, GW.583340, OSI.420, XL.647, TAK.285, BIBU.1361, ARRY.334543, tyrphostin.AG.1478, BIBX.1382, PD.153035, PD.168393, dacomitinib, osimertinib, poziotinib, AZD8931, icotinib, pelitinib, afatinib, erlotinib, WZ8040, canertinib, gefitinib",1.24033215531037,0.484126156288321,FALSE
"transcriptomics","Pearson.est","Abl kinase inhibitor",0.22073,0.572,0.941,480,0.962,"GZD824, KW.2449, ponatinib, nilotinib, flumatinib",0.0264103765727431,0.0168249279621871,FALSE
"transcriptomics","Pearson.est","acetylcholine receptor agonist",0.80534,2.09,0,184,0.0587,"oxiracetam, xanomeline, tremorine, pilocarpine",Inf,1.23136189875239,TRUE
"transcriptomics","Pearson.est","acetylcholine receptor antagonist",-0.6719,-1.76,0.0291,1029,0.247,"iododexetimide, darifenacin, diphemanil, dicycloverine",1.53610701101409,0.607303046740334,TRUE
"transcriptomics","Pearson.est","adenosine receptor antagonist",-0.70183,-1.79,0.0123,1430,0.307,"MRS.1220, CGS.15943",1.9100948885606,0.512861624522813,FALSE
"transcriptomics","Pearson.est","adrenergic receptor agonist",-0.53959,-1.38,0.122,1245,0.502,"methyldopa, xylazine, isoetharine, A61603",0.913640169325252,0.299296282854981,FALSE
"transcriptomics","Pearson.est","adrenergic receptor antagonist",-0.21824,-0.579,0.929,1134,0.999,"prazosin, atenolol...., metoprolol, pindolol, RS.17053",0.0319842860063582,0.000434511774017692,FALSE
"transcriptomics","Pearson.est","AKT inhibitor",-0.39785,-1.04,0.397,956,0.768,"MK.2206, palomid.529, GDC.0068, AZD5363, CCT128930, triciribine, A.674563, GSK2110183",0.401209493236885,0.114638779968488,FALSE
"transcriptomics","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.41958,-1.07,0.368,1152,0.751,"CEP.37440, GW.788388, NVP.TAE684, AP26113, lorlatinib",0.434152181326482,0.124360062995832,FALSE
"transcriptomics","Pearson.est","androgen receptor antagonist",0.32807,0.852,0.624,105,0.774,"RU.58841",0.204815410317576,0.111259039317107,FALSE
"transcriptomics","Pearson.est","antioxidant",0.41749,1.07,0.376,212,0.632,"mesna, trolox",0.424812155072339,0.199282921717615,FALSE
"transcriptomics","Pearson.est","AP inhibitor",0.29867,0.764,0.734,118,0.816,"idronoxil",0.134303940083929,0.0883098412461389,FALSE
"transcriptomics","Pearson.est","ATPase inhibitor",0.49093,1.25,0.225,432,0.64,"oligomycin.a, digoxin, ouabain, evodiamine, digitoxin, digitoxigenin, NMS.873",0.647817481888638,0.193820026016113,FALSE
"transcriptomics","Pearson.est","Aurora kinase inhibitor",0.44967,1.18,0.275,356,0.586,"ENMD.2076, PHA.680632, CCT137690, MK.5108, KW.2449, GSK1070916, AMG900, danusertib, PF.03814735, barasertib",0.560667306169737,0.232102383981909,FALSE
"transcriptomics","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.6667,1.73,0.0152,177,0.316,"valnemulin, radezolid, azalomycin.b",1.81815641205523,0.500312917381596,FALSE
"transcriptomics","Pearson.est","bacterial DNA gyrase inhibitor",0.40743,1.02,0.411,365,0.613,"nadifloxacin, novobiocin, norfloxacin, finafloxacin",0.386158178123931,0.212539525481585,FALSE
"transcriptomics","Pearson.est","BCL inhibitor",0.32788,0.832,0.655,193,0.787,"venetoclax, TW.37",0.183758700008217,0.104025267640935,FALSE
"transcriptomics","Pearson.est","Bcr.Abl kinase inhibitor",-0.22882,-0.598,0.907,1204,1,"bosutinib, bafetinib",0.0423927129399047,0,FALSE
"transcriptomics","Pearson.est","benzodiazepine receptor agonist",-0.22866,-0.581,0.929,1051,1,"bentazepam, temazepam, indiplon, lorazepam, gamma.aminobutyric.acid",0.0319842860063582,0,FALSE
"transcriptomics","Pearson.est","bromodomain inhibitor",0.30663,0.808,0.66,317,0.786,"I.BET.762, PFI.1",0.180456064458131,0.104577453960592,FALSE
"transcriptomics","Pearson.est","calcium channel blocker",-0.24659,-0.622,0.91,1131,1,"SKF.96365, mibefradil, tetrandrine",0.0409586076789064,0,FALSE
"transcriptomics","Pearson.est","CC chemokine receptor antagonist",0.54314,1.41,0.139,388,0.889,"ZK811752, UNBS.5162, SB.225002, RS.504393",0.856985199745905,0.0510982390297863,FALSE
