"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"acetylcholine receptor agonist",1.71,0.330454232837166,0.0392238747624452,"transcriptomics, proteomics, metabolomics",3,1,"transcriptomics",0.21703877368553
"MDM inhibitor",1.62,0.681102048154313,0.188660309188708,"transcriptomics, proteomics, metabolomics",3,1,"metabolomics",0.602261756256262
"ATPase inhibitor",1.61333333333333,0.39272551907577,0.0112250442412866,"transcriptomics, proteomics, metabolomics",3,1,"proteomics",0.135870453931087
"sterol demethylase inhibitor",1.59,0.550545184340032,0.00214591881540417,"transcriptomics, proteomics, metabolomics",3,1,"proteomics",0.0593704205595154
"PLK inhibitor",1.584,0.68851143781349,0.000626169232500466,"transcriptomics, proteomics, metabolomics",3,2,"transcriptomics, proteomics",0.0346620027944518
"DNA inhibitor",1.28666666666667,0.0750555349946514,0.125629313988104,"transcriptomics, proteomics, metabolomics",3,0,"",0.489501665952806
"androgen receptor antagonist",1.21966666666667,0.693870545082679,0.0772833971310988,"transcriptomics, proteomics, metabolomics",3,1,"metabolomics",0.377324821287129
"CC chemokine receptor antagonist",1.18666666666667,0.361155552820849,0.19603359140473,"transcriptomics, proteomics, metabolomics",3,0,"",0.602621780984912
"estrogen receptor agonist",1.16533333333333,0.247033061215161,0.246748051769973,"transcriptomics, proteomics, metabolomics",3,0,"",0.640002759278367
"progesterone receptor agonist",1.05566666666667,0.396706860708677,0.32951191602721,"transcriptomics, proteomics, metabolomics",3,0,"",0.703637585156858
"antioxidant",0.987,0.170402464770906,0.55992464618085,"transcriptomics, proteomics, metabolomics",3,0,"",0.774562427216842
"tubulin polymerization inhibitor",0.964,0.28479466287134,0.55518712824729,"transcriptomics, proteomics, metabolomics",3,0,"",0.774562427216842
"Aurora kinase inhibitor",0.962666666666667,0.376432375511636,0.508295283552775,"transcriptomics, proteomics, metabolomics",3,0,"",0.774562427216842
"dopamine receptor antagonist",0.957,0.335214856472681,0.550338006771623,"transcriptomics, proteomics, metabolomics",3,0,"",0.774562427216842
"protein synthesis inhibitor",0.954333333333333,0.161202770861215,0.60457277403347,"transcriptomics, proteomics, metabolomics",3,0,"",0.789199501036117
"serotonin receptor agonist",0.757,1.32189523034165,0.0914955488402172,"transcriptomics, proteomics, metabolomics",3,0,"",0.399691081775686
"bacterial 50S ribosomal subunit inhibitor",0.701333333333333,1.41005862762274,0.0460458802029331,"transcriptomics, proteomics, metabolomics",3,0,"",0.238863003552715
"glucocorticoid receptor agonist",0.638,1.10047444313805,0.389753605653181,"transcriptomics, proteomics, metabolomics",3,0,"",0.718878872649201
"DNA polymerase inhibitor",0.544333333333333,1.06111560790205,0.520318935072838,"transcriptomics, proteomics, metabolomics",3,0,"",0.774562427216842
"mTOR inhibitor",0.489666666666667,0.989110880201676,0.645230401470049,"transcriptomics, proteomics, metabolomics",3,0,"",0.789199501036117
"bacterial DNA gyrase inhibitor",0.489,0.972143507924627,0.646573085186216,"transcriptomics, proteomics, metabolomics",3,0,"",0.789199501036117
"HMGCR inhibitor",0.483333333333333,1.41736845362571,0.135645039962826,"transcriptomics, proteomics, metabolomics",3,0,"",0.489501665952806
"HCV inhibitor",0.436666666666667,1.7931629410997,0.015096842163348,"transcriptomics, proteomics, metabolomics",3,0,"",0.135870453931087
"growth factor receptor inhibitor",0.426666666666667,1.49901078492896,0.135292699781582,"transcriptomics, proteomics, metabolomics",3,0,"",0.489501665952806
"ribonucleotide reductase inhibitor",0.412666666666667,1.23362933384925,0.376560550554142,"transcriptomics, proteomics, metabolomics",3,0,"",0.710330129454404
"serotonin receptor antagonist",0.393,1.09220373557318,0.627988593244907,"transcriptomics, proteomics, metabolomics",3,0,"",0.789199501036117
"JAK inhibitor",0.370333333333333,1.14195461089018,0.547577538955838,"transcriptomics, proteomics, metabolomics",3,0,"",0.774562427216842
"PI3K inhibitor",0.370333333333333,0.728522706120635,0.959364387548974,"transcriptomics, proteomics, metabolomics",3,0,"",0.99320518653544
"FLT3 inhibitor",0.34,1.01956068970905,0.72737145097148,"transcriptomics, proteomics, metabolomics",3,0,"",0.850307470853983
"estrogen receptor antagonist",0.334666666666667,1.12383821492835,0.582820721885315,"transcriptomics, proteomics, metabolomics",3,0,"",0.789199501036117
"adrenergic receptor antagonist",0.33,0.806980173238475,0.930447000027383,"transcriptomics, proteomics, metabolomics",3,0,"",0.990091038490677
"FGFR inhibitor",0.327333333333333,1.19305546113051,0.475668442774605,"transcriptomics, proteomics, metabolomics",3,0,"",0.774127073535142
