"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H1650","Pearson.est","EGFR inhibitor",-0.80693,-2.22,0,1340,0.0199,"AEE788, rociletinib, WZ8040, TAK.285, vandetanib, CP.724714, brigatinib, pelitinib, gefitinib, afatinib, GW.583340, ARRY.334543, erlotinib, icotinib, dacomitinib, PD.168393, BMS.599626, XL.647, tucatinib, neratinib, AZD8931, lapatinib, BMS.690514, osimertinib, canertinib, poziotinib",Inf,1.70114692359029,TRUE
"H1650","Pearson.est","Abl kinase inhibitor",0.49473,1.18,0.276,122,0.676,"bafetinib, tozasertib, ponatinib, KW.2449, GZD824",0.559090917934782,0.170053304058364,FALSE
"H1650","Pearson.est","acetylcholine receptor agonist",0.63145,1.51,0.062,396,0.432,"oxiracetam, xanomeline, tremorine",1.20760831050175,0.364516253185088,FALSE
"H1650","Pearson.est","acetylcholine receptor antagonist",-0.23994,-0.661,0.862,346,1,"diphemanil, iododexetimide, hyoscyamine, dicycloverine, methscopolamine, darifenacin",0.0644927341752872,0,FALSE
"H1650","Pearson.est","adenosine receptor antagonist",-0.41868,-1.15,0.292,1377,0.636,"theophylline, MRS.1220, CGS.15943",0.534617148551582,0.196542884351586,FALSE
"H1650","Pearson.est","adrenergic receptor agonist",-0.29781,-0.801,0.712,1296,0.987,"isoxsuprine, lidamidine, xylazine",0.147520006363144,0.00568284733036327,FALSE
"H1650","Pearson.est","adrenergic receptor antagonist",0.25222,0.624,0.891,467,1,"carvedilol, oxprenolol, idazoxan, atipamezole, atenolol......, atenolol....",0.0501222959631252,0,FALSE
"H1650","Pearson.est","AKT inhibitor",-0.50358,-1.42,0.109,1229,0.442,"AZD5363, GSK2110183, CCT128930, triciribine, GDC.0068",0.962573502059376,0.354577730650908,FALSE
"H1650","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.24489,-0.687,0.851,1203,1,"SB.505124, GW.788388, AP26113, brigatinib",0.0700704399154121,0,FALSE
"H1650","Pearson.est","androgen receptor antagonist",-0.43636,-1.17,0.251,1250,0.667,"flutamide, RU.58841",0.600326278518962,0.175874166083451,FALSE
"H1650","Pearson.est","antioxidant",0.4516,1.08,0.37,321,0.677,"mesna, trolox, benfotiamine",0.431798275933005,0.169411331314856,FALSE
"H1650","Pearson.est","AP inhibitor",-0.55744,-1.53,0.079,1349,0.358,"birinapant, tanshinone.i, GDC.0152",1.10237290870956,0.446116973356126,FALSE
"H1650","Pearson.est","ATPase inhibitor",-0.41549,-1.12,0.323,1357,0.631,"omeprazole, digitoxigenin, k.strophanthidin",0.490797477668897,0.199970640755866,FALSE
"H1650","Pearson.est","Aurora kinase inhibitor",0.6135,1.5,0.054,377,0.407,"tozasertib, SNS.314, KW.2449, barasertib, AMG900, AT.9283, GSK1070916, hesperadin, barasertib.HQPA, alisertib, danusertib, MK.8745, CCT137690, CCT129202, ENMD.2076",1.26760624017703,0.39040559077478,FALSE
"H1650","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.38406,-1.05,0.378,1249,0.709,"radezolid, tedizolid, josamycin",0.422508200162775,0.149353764816933,FALSE
"H1650","Pearson.est","bacterial DNA gyrase inhibitor",0.29783,0.727,0.768,374,1,"novobiocin, finafloxacin, norfloxacin",0.114638779968488,0,FALSE
"H1650","Pearson.est","BCL inhibitor",0.45486,1.11,0.354,432,0.681,"TW.37, gossypol, ABT.737, venetoclax",0.450996737974212,0.166852888087215,FALSE
"H1650","Pearson.est","Bcr.Abl kinase inhibitor",0.52214,1.28,0.197,122,0.526,"bafetinib, tozasertib, ponatinib, GZD824",0.705533773838407,0.279014255846261,FALSE
"H1650","Pearson.est","benzodiazepine receptor agonist",0.15989,0.384,0.999,372,0.998,"zaleplon, ZK.93423",0.000434511774017692,0.000869458712628891,FALSE
"H1650","Pearson.est","bromodomain inhibitor",0.53865,1.29,0.165,570,0.558,"bromosporine, I.BET.762, PFI.1, JQ1...., I.BET151",0.782516055786094,0.253365801062421,FALSE
"H1650","Pearson.est","calcium channel blocker",-0.34515,-0.977,0.473,1209,0.8,"SKF.96365, SR.33805, fendiline, efonidipine.monoethanolate",0.325138859262188,0.0969100130080564,FALSE
"H1650","Pearson.est","CC chemokine receptor antagonist",0.65863,1.62,0.0366,338,0.242,"SB.225002, PF.04136309, UNBS.5162, navarixin",1.43651891460559,0.616184634019569,TRUE
"H1650","Pearson.est","CDK inhibitor",0.50274,1.21,0.244,352,0.635,"palbociclib, abemaciclib, indisulam, ribociclib, PHA.848125, dinaciclib, AZD5438, TG.02, alvocidib, P276.00, R547",0.612610173661271,0.197226274708024,FALSE
"H1650","Pearson.est","CHK inhibitor",0.29829,0.742,0.785,753,1,"SB.218078, CHIR.124, AZD7762, PF.477736, LY2606368, SCH.900776",0.105130343254747,0,FALSE
"H1650","Pearson.est","cyclooxygenase inhibitor",-0.19869,-0.551,0.965,1323,0.962,"AM.404, amfenac, FK.3311, tryptanthrin",0.0154726866562074,0.0168249279621871,FALSE
"H1650","Pearson.est","cytochrome P450 inhibitor",0.40667,0.99,0.478,391,0.777,"morin, cobicistat",0.320572103387881,0.109578981199086,FALSE
"H1650","Pearson.est","DNA alkylating agent",0.44459,1.08,0.374,437,0.677,"carmustine, melphalan, carboplatin, cyclophosphamide, TH.302, mitomycin.c, satraplatin",0.42712839779952,0.169411331314856,FALSE
"H1650","Pearson.est","DNA inhibitor",0.55439,1.33,0.141,160,0.595,"mechlorethamine, pibenzimol, carmustine, melphalan, carboplatin, oxaliplatin, bendamustine",0.85078088734462,0.22548303427145,FALSE
"H1650","Pearson.est","DNA methyltransferase inhibitor",0.27051,0.642,0.887,307,1,"disulfiram, fdcyd",0.0520763801682736,0,FALSE
"H1650","Pearson.est","DNA polymerase inhibitor",0.45897,1.12,0.311,326,0.683,"idoxuridine, famciclovir, trifluridine, adefovir.dipivoxil",0.507239610973163,0.165579296318467,FALSE
"H1650","Pearson.est","DNA synthesis inhibitor",0.37837,0.92,0.552,161,0.848,"floxuridine, cyclocytidine, anisomycin",0.258060922270801,0.0716041477432862,FALSE
"H1650","Pearson.est","dopamine receptor antagonist",0.48066,1.16,0.294,328,0.667,"domperidone, amisulpride, paliperidone, sertindole, UH.232...., thioproperazine, isofloxythepin",0.531652669587843,0.175874166083451,FALSE
"H1650","Pearson.est","estrogen receptor agonist",-0.33895,-0.945,0.502,1325,0.809,"estradiol.cypionate, levonorgestrel",0.299296282854981,0.0920514783877277,FALSE
"H1650","Pearson.est","estrogen receptor antagonist",0.44156,1.08,0.354,687,0.677,"toremifene, fulvestrant, danazol, raloxifene",0.450996737974212,0.169411331314856,FALSE
"H1650","Pearson.est","FGFR inhibitor",0.56919,1.38,0.103,98,0.543,"regorafenib, dovitinib, erdafitinib",0.987162775294828,0.265200170411153,FALSE
"H1650","Pearson.est","FLT3 inhibitor",0.60291,1.47,0.0771,377,0.437,"tozasertib, dovitinib, ponatinib, KW.2449, lestaurtinib, TG.101348, TG.02, gilteritinib, sorafenib, pacritinib, ENMD.2076",1.11294562194904,0.359518563029578,FALSE
