"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"estrogen receptor antagonist",0.938666666666667,0.812267570484385,0.0755446994908814,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.169465136695761
"RAF inhibitor",0.833583333333333,1.26394558702885,0.000634798367640633,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H1650, HCC15",0.00463403912041291
"HMGCR inhibitor",0.771583333333333,1.84500926128907,5.70283908159064e-05,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,8,"HCC95, H1975, H1648, H2126, H520, H1299, HCC44, H1703",0.000788892739620038
"MEK inhibitor",0.528666666666667,1.53185415477948,0.000837391696407067,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,5,"H1650, H520, H1299, HCC44, H1703",0.00534642390782974
"retinoid receptor agonist",0.481916666666667,1.16933076884588,0.0437670250085092,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"A549, HCC15",0.125264243989871
"MDM inhibitor",0.4485,1.59347148190244,4.25355268913963e-05,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,6,"H1650, HCC95, H1975, H1648, H460, A549",0.000706089746397179
"phosphatase inhibitor",0.4395,1.07369146575558,0.248207912880679,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.420433811614211
"FGFR inhibitor",0.387666666666667,1.281455375262,0.00664508424083666,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.0290285258941812
"TGF beta receptor inhibitor",0.358583333333333,1.21224678393119,0.0626923178535714,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.15768067823777
"proteasome inhibitor",0.320916666666667,1.26328341729963,0.0459586121813373,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.127152160368367
"BCL inhibitor",0.301666666666667,1.09352817923814,0.381650911659745,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.586611586439978
"benzodiazepine receptor agonist",0.283416666666667,0.64442567218392,0.999978960984347,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999995436991143
"Bcr.Abl kinase inhibitor",0.259333333333333,1.20547857967722,0.107871548259925,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H520",0.213174726323185
"dopamine receptor antagonist",0.252083333333333,0.753093916433865,0.999339740354943,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999995436991143
"cytochrome P450 inhibitor",0.252,1.30330984246055,0.027640697076093,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H1975, H520",0.0943968065736886
"sterol demethylase inhibitor",0.243083333333333,1.02981070266983,0.613435386057225,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.834674377749995
