"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"FGFR inhibitor",0.906933333333333,0.854294986412494,0.0396935658613573,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.131782638659706
"calcium channel blocker",0.669066666666667,0.764335515956429,0.718995992285689,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.99993046379352
"protein tyrosine kinase inhibitor",0.6564,0.939729277124914,0.255355467923227,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.492895438084369
"glucocorticoid receptor agonist",0.6138,1.18168682097125,0.00718308919049664,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0350703766359542
"ATPase inhibitor",0.577733333333333,1.52591609330576,1.68607565966016e-07,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,5,"H1650, H2009, H358, H1299, H1703",6.99721398758967e-06
"BCL inhibitor",0.5258,0.941638935959153,0.485585206952129,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.732792221400485
"phosphatase inhibitor",0.4896,0.8541608078777,0.840904564162789,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.99993046379352
"VEGFR inhibitor",0.412133333333333,0.628340884127928,0.999866235270498,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.99993046379352
"PPAR receptor agonist",0.405866666666667,1.26729553812533,0.00455847173507005,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1650, HCC44",0.0270252252864867
"serotonin receptor agonist",0.343466666666667,1.38500762590302,0.000588750424142963,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2126",0.00640193307478055
"progesterone receptor agonist",0.339066666666667,1.24491276037816,0.0213166434445007,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.080421882086071
