"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"FGFR inhibitor",0.9162,0.857992940363897,0.030069198759245,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0959901345006666
"ATPase inhibitor",0.6208,1.49135232016353,9.36310504510649e-07,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2009, H1299",3.88568859371919e-05
"protein tyrosine kinase inhibitor",0.6128,0.905785783568215,0.42975713550261,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.699408671504247
"glucocorticoid receptor agonist",0.609533333333333,1.18125840082677,0.0110787610049687,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0656812259580285
"BCL inhibitor",0.606933333333333,0.83404483150031,0.621374511146836,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.904808498687498
"calcium channel blocker",0.578066666666667,0.818715672490122,0.759004011802418,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"phosphatase inhibitor",0.575333333333333,0.768837124369996,0.911205326823615,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"progesterone receptor agonist",0.468066666666667,1.14279872410216,0.0656755076850518,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.175840875414816
"cytochrome P450 inhibitor",0.3726,1.1258243836661,0.175618004518897,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.364407359376711
"adenosine receptor antagonist",0.369466666666667,1.33455952426616,0.0157155933418918,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1299",0.0726524699065228
"src inhibitor",0.363466666666667,0.968520290123523,0.705556812894415,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.993713284596769
"VEGFR inhibitor",0.338333333333333,0.697819733851359,0.999744184750522,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"serotonin receptor agonist",0.337866666666667,1.42384478822391,0.00245631728942153,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2009, H2126",0.0169895279184989
"PDGFR tyrosine kinase receptor inhibitor",0.3112,0.846028469632418,0.973925640038297,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"benzodiazepine receptor agonist",0.2956,0.80964011405421,0.989336976160413,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"TGF beta receptor inhibitor",0.2604,1.61097946249213,0.000159628756937528,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"H2126, A549, HCC44, H460",0.00220819780430246
"PPAR receptor agonist",0.259066666666667,1.25642534123411,0.0188884801347523,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1650, HCC44",0.0825128342728654
"acetylcholine receptor agonist",0.2202,1.14915895953768,0.196324898565245,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.370340149566257
"acetylcholine receptor antagonist",0.1542,1.34633222391164,0.094513955260518,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1975, HCC44",0.237716917776454
"AP inhibitor",0.141,1.20999232583163,0.0911569327526555,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.2364382943272
"FLT3 inhibitor",0.138866666666667,0.842242658168117,0.995129043207907,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"bromodomain inhibitor",0.1164,1.16407368446209,0.172228930458212,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.364407359376711
"serotonin receptor antagonist",0.0993333333333334,1.07367191494999,0.573000690991427,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.849268881290866
"adrenergic receptor antagonist",0.0945333333333333,0.837393052162199,0.997817061564008,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"adrenergic receptor agonist",0.0914666666666667,0.932426394388523,0.950570534799359,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"NFkB pathway inhibitor",0.0823999999999999,0.964384022502003,0.910804602844587,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"androgen receptor antagonist",0.0693333333333334,1.08415573911992,0.492402594028351,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.771121043478361
"EGFR inhibitor",0.0512,1.28838870576502,0.0293665661422513,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC44",0.0959901345006666
"KIT inhibitor",0.0461333333333334,0.930295334570592,0.950204433007134,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"DNA polymerase inhibitor",0.0448,1.10806705573264,0.422451367009864,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.699408671504247
"tyrosine kinase inhibitor",0.00293333333333331,0.770198347984527,0.999934762693921,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"Abl kinase inhibitor",-0.00859999999999997,1.00071415927398,0.706374503508547,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1975",0.993713284596769
"protein synthesis inhibitor",-0.0173333333333333,1.00338118854392,0.785356710220923,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"RAF inhibitor",-0.0584666666666667,1.31988662211498,0.0121810065390786,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0674015695162348
"glutamate receptor antagonist",-0.0634000000000001,1.1067608336299,0.464871545786783,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.742006505775058
"phosphodiesterase inhibitor",-0.0666,1.13532882587255,0.291083692199713,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.5140414138846
"estrogen receptor antagonist",-0.0826666666666667,1.16114264330238,0.189565326907583,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.370340149566257
