"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"GSE12790","Log2FC","KEGG_ABC_TRANSPORTERS",-0.27215,-0.94,0.526,21386,0.864,"ABCG1, ABCD2, ABCA2, ABCA3, ABCC11",0.279014255846261,0.0634862575211067,FALSE
"GSE12790","Log2FC","KEGG_ACUTE_MYELOID_LEUKEMIA",0.29499,0.858,0.681,3717,0.783,"CCNA1, PIK3CD, KIT, TCF7L1, TCF7, STAT5A, AKT3, PML, PPARD, PIM1, PIK3CG, KRAS, NRAS, JUP",0.166852888087215,0.106238237942057,FALSE
"GSE12790","Log2FC","KEGG_ADHERENS_JUNCTION",0.47303,1.38,0.0822,2153,0.29,"SNAI2, RAC2, MET, NECTIN3, TGFBR2, EGFR, PTPRB, LMO7, TCF7L1, TCF7, CTNNA2, FYN, SMAD3, ACTN4",1.08512818245995,0.537602002101044,FALSE
"GSE12790","Log2FC","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.3243,0.943,0.529,6013,0.692,"IRS2, ACSL5, ACSL4, TNF, TNFRSF1B, NPY, AKT3, PRKAA1, PPARA, CAMKK1, SLC2A4, ADIPOQ, CD36, SLC2A1, PPARGC1A, STAT3, AGRP, NFKBIB, PRKAG2",0.276544327964814,0.159893905543242,FALSE
"GSE12790","Log2FC","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",-0.38574,-1.34,0.13,18837,0.81,"GPT2, ACY3, ASL, GLS2, GLUL, ASS1, ABAT, CPS1, ALDH5A1, GAD1, ALDH4A1, GLUD2",0.886056647693163,0.0915149811213502,FALSE
"GSE12790","Log2FC","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.32434,0.956,0.495,3448,0.676,"SGK1, IRS2, PIK3CD, SFN, PRKCA, SCNN1A, PIK3CG, SCNN1G, ATP1B2, KRAS",0.305394801066431,0.170053304058364,FALSE
"GSE12790","Log2FC","KEGG_ALLOGRAFT_REJECTION",0.61996,1.8,0.0119,3798,0.226,"HLA-G, HLA-A, HLA-B, FAS, TNF, HLA-F, IL5, HLA-C, CD40, HLA-E, HLA-DOB, HLA-DPA1, CD86, HLA-DPB1, IL12A, HLA-DMA, CD28",1.92445303860747,0.645891560852599,TRUE
"GSE12790","Log2FC","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.46814,1.39,0.0948,2016,0.29,"PLA2G4A, PLA2G1B, PLA2G2F",1.02319166266193,0.537602002101044,FALSE
"GSE12790","Log2FC","KEGG_ALZHEIMERS_DISEASE",0.23914,0.706,0.887,1303,0.927,"CALML5, IL1B, LPL, COX6B2, APOE, GRIN2D, SNCA, COX7B2, FAS, TNF, BACE2",0.0520763801682736,0.0329202658555029,FALSE
"GSE12790","Log2FC","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",-0.37994,-1.24,0.211,16095,0.735,"NARS2, DARS2, MARS2, IARS2, EARS2, MTFMT, HARS2, SEPSECS, PARS2, AARS2",0.675717544702307,0.133712660915805,FALSE
"GSE12790","Log2FC","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.24258,0.707,0.889,7514,0.933,"PGM1, GFPT2, CHIA, GMDS, PGM3, CMAS, GNE, HK3, UGP2, GNPDA2, PGM2, NPL",0.0510982390297863,0.0301183562535,FALSE
"GSE12790","Log2FC","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.45031,1.3,0.134,2885,0.361,"GPX1, CASP1, GRIN2D, TNF, MAPK13, TNFRSF1B, NEFH, CAT, MAP3K5, PRPH2",0.872895201635192,0.442492798094342,FALSE
"GSE12790","Log2FC","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.52407,1.52,0.0524,3772,0.244,"CTSS, HLA-G, HLA-A, HLA-B, TAP2, HLA-F, IFNA4, CTSB, TAP1, KIR3DL1, HLA-C, HSPA2, HLA-E, HLA-DOB, CD74, KIR2DL3, HLA-DPA1, KIR2DS3, TAPBP, HLA-DPB1, IFNA7, B2M, HLA-DMA, CALR, KIR2DL4, CD4",1.28066871301627,0.612610173661271,FALSE
"GSE12790","Log2FC","KEGG_APOPTOSIS",0.36811,1.08,0.331,6072,0.549,"IL1A, BIRC3, TNFSF10, IL1B, IRAK3, PIK3CD, IL1RAP, FAS, TNF, AKT3, IRAK2, MAP3K14, PIK3CG, IL3, TNFRSF10D, MYD88, CASP10, CAPN2, PRKACG, TNFRSF10B, PRKAR2B, CASP8, ENDOD1, BIRC2, CAPN1, IL3RA, PPP3CC, ATM, NGF, PRKACA, PRKAR1B, CHP2",0.480172006224281,0.260427655549908,FALSE
"GSE12790","Log2FC","KEGG_ARACHIDONIC_ACID_METABOLISM",0.5947,1.74,0.0164,1142,0.25,"PTGS2, PLA2G4A, AKR1C3, GPX1, CBR1, GPX3, GPX7, ALOX5, CYP4F3, PTGES, ALOX12, PTGIS, PLA2G1B",1.7851561519523,0.602059991327962,FALSE
"GSE12790","Log2FC","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.22721,0.667,0.917,4727,0.947,"MAOA, NAGS, GATM, ODC1, OTC, ALDH2, PRODH2, P4HA2, SAT1, CKB, GLS, OAT",0.0376306643299789,0.0236500209967266,FALSE
"GSE12790","Log2FC","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.54299,1.57,0.0342,3146,0.24,"CDH2, ITGA4, ITGB4, ITGA6, ITGA2, GJA1, RYR2, ITGB8, DMD, PKP2, ITGA3, ITGA5, DSC2, TCF7L1, TCF7, CTNNA2, DSP, SLC8A1, DSG2, ACTN4, ITGA1, ITGB1, CACNG7, CACNA2D1, ACTN1, CACNA1S",1.46597389394386,0.619788758288394,TRUE
"GSE12790","Log2FC","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",-0.32599,-1.13,0.274,20210,0.799,"UGT2B17, ALDH9A1, UGT2B4, UGT2B28",0.562249437179612,0.0974532206860086,FALSE
"GSE12790","Log2FC","KEGG_ASTHMA",0.43694,1.27,0.155,3847,0.351,"TNF, IL5, CD40, HLA-DOB, HLA-DPA1, IL3, HLA-DPB1, HLA-DMA, PRG2",0.809668301829709,0.454692883534176,FALSE
"GSE12790","Log2FC","KEGG_AUTOIMMUNE_THYROID_DISEASE",0.54382,1.58,0.0302,3798,0.238,"HLA-G, HLA-A, HLA-B, FAS, HLA-F, IL5, IFNA4, HLA-C, CD40, HLA-E, HLA-DOB, HLA-DPA1, CD86, HLA-DPB1, IFNA7, HLA-DMA, CD28",1.51999305704285,0.623423042943488,TRUE
"GSE12790","Log2FC","KEGG_AXON_GUIDANCE",0.42192,1.22,0.189,4305,0.391,"RAC2, MET, SEMA3A, ROBO3, EFNB2, EPHA2, NTN4, L1CAM, EPHB2, GNAI1, EPHA4, EPHA3, DPYSL2, PAK3, PAK6, NTN3, FYN, ABLIM3, SEMA7A, UNC5D, EPHB6, UNC5B, EFNB3, ITGB1, ABLIM1, SEMA3B, NRP1, UNC5C, FES, EFNB1, KRAS, SEMA4F, NRAS, EPHA1, NFAT5, PLXNA2, CFL2, PLXNC1, PLXNA1",0.723538195826756,0.407823242604133,FALSE
"GSE12790","Log2FC","KEGG_BASAL_CELL_CARCINOMA",0.49512,1.47,0.0595,2072,0.264,"WNT10A, BMP2, WNT16, WNT11, WNT7A, FZD10, SMO, TCF7L1, TCF7, FZD6, WNT5B, FZD2, GLI1, WNT9A",1.22548303427145,0.578396073130169,FALSE
"GSE12790","Log2FC","KEGG_BASAL_TRANSCRIPTION_FACTORS",-0.18577,-0.635,0.966,4116,1,"GTF2F2, TAF4B, STON1, GTF2B, GTF2H1, TBPL1, TAF2, TAF12, GTF2H4, GTF2H3, GTF2I, TAF11, TAF10, TAF7L, TAF5, TBP, TAF4, GTF2E2, GTF2F1, GTF2A1L, TAF13, TAF5L, TAF1, TAF6, GTF2IRD1, TAF7, GTF2A2, TAF9B, TAF1L, GTF2A1, TAF6L, GTF2E1",0.0150228735845067,0,FALSE
"GSE12790","Log2FC","KEGG_BASE_EXCISION_REPAIR",-0.27538,-0.958,0.462,15049,0.883,"POLB, PARP1, POLE2, POLD3, SMUG1, FEN1, PCNA, POLD2, MBD4, APEX2, POLE3, XRCC1, TDG, MPG",0.335358024443874,0.0540392964224314,FALSE
"GSE12790","Log2FC","KEGG_BETA_ALANINE_METABOLISM",-0.23359,-0.817,0.715,18988,1,"UPB1, CNDP1, MLYCD, ALDH9A1, ABAT, GAD1",0.145693958198919,0,FALSE
"GSE12790","Log2FC","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",-0.30988,-1.06,0.349,19657,0.944,"FADS2, BAAT, ACOX3, ACOT4, SCD",0.45717457304082,0.025028005701931,FALSE
"GSE12790","Log2FC","KEGG_BLADDER_CANCER",0.51899,1.51,0.0492,3707,0.224,"CXCL8, DAPK1, EGFR, VEGFC, CDKN2A, THBS1, MMP1, MMP2, TYMP, MMP9, KRAS, EGF, NRAS",1.30803489723264,0.649751981665837,TRUE
"GSE12790","Log2FC","KEGG_BUTANOATE_METABOLISM",-0.30894,-1.04,0.354,19867,0.895,"PDHB, PDHA2, HADH, ALDH9A1, ABAT, ACSM3, ALDH5A1, GAD1, BDH2",0.450996737974212,0.048176964684088,FALSE
"GSE12790","Log2FC","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.3178,0.928,0.558,1920,0.703,"RAC2, LYN, PIK3AP1, DAPP1, CARD11, PIK3CD, IFITM1, SYK, AKT3, RASGRP3",0.253365801062421,0.153044674980176,FALSE
"GSE12790","Log2FC","KEGG_CALCIUM_SIGNALING_PATHWAY",0.36112,1.05,0.381,3800,0.578,"CALML5, GNA15, RYR2, RYR1, ADRA1B, ADRB2, ADORA2B, EGFR, ADCY7, EDNRB, PTGFR, HRH1, P2RX5, GRIN2D, BST1, CAMK4, HTR7, OXTR, SLC8A1, LHCGR, P2RX3, PRKCA, CHRM5, TRPC1, AVPR1A, PTAFR, PTK2B, PLCZ1, GNAL, CHRM3, P2RX7, PLCE1, CACNA1S, HTR5A, TNNC2, PLCD1, ADCY3, PRKACG, PDGFRB",0.419075024324381,0.238072161579471,FALSE
"GSE12790","Log2FC","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.26005,0.749,0.822,3146,0.886,"RYR2, COX6B2, COX7B2, SLC9A6, TPM2, MYL2, SLC8A1, TPM4, CACNG7, CACNA2D1, ATP1B2, CACNA1S",0.0851281824599496,0.0525662781129492,FALSE
"GSE12790","Log2FC","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.4322,1.26,0.166,3090,0.356,"CDH3, CLDN1, CDH2, ITGA4, ITGA6, ICAM2, L1CAM, NECTIN3, ICAM1, CLDN11, CD274, PDCD1LG2, ITGB8, HLA-G, HLA-A, CLDN7, HLA-B, ITGB2, CLDN10, HLA-F, VCAN, CDH5, CLDN6, HLA-C, CD40, HLA-E, HLA-DOB, CNTN1, HLA-DPA1, ITGB1, ITGAM, NLGN1, CD86, HLA-DPB1",0.779891911959945,0.448550002027125,FALSE
"GSE12790","Log2FC","KEGG_CELL_CYCLE",0.26042,0.764,0.82,3994,0.87,"CCNA1, CDK6, GADD45A, CDKN2A, TGFB2, SFN, CDKN2B, SMC1B, SMAD3, CDC14B, CCNB3, TGFB1, TTK, SKP2, SMC3, TFDP1, CDKN1C, CDC16, ORC3",0.0861861476162833,0.0604807473813815,FALSE
"GSE12790","Log2FC","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.36207,1.05,0.352,3764,0.578,"CXCL1, RAC2, CXCL8, CXCL11, CXCL6, CXCL5, LYN, CCL5, CXCL16, CCL20, GNAI1, ADCY7, CXCL3, GNB4, ELMO1, PIK3CD, CCR3, NCF1, GNG11, CXCL2, PPBP, AKT3, CCL8, GNGT1, ARRB2, CXCL10, XCL1, PXN, GNG12, PIK3CG, PTK2B, FOXO3, GNG4, DOCK2, CCL18, KRAS, TIAM2, VAV1, STAT1, CCR9, NRAS, ADCY3, PRKACG",0.453457336521869,0.238072161579471,FALSE
"GSE12790","Log2FC","KEGG_CHRONIC_MYELOID_LEUKEMIA",0.29517,0.858,0.66,4055,0.783,"TGFBR2, CDK6, PIK3CD, CDKN2A, TGFB2, CBLC, STAT5A, AKT3, SMAD3, GAB2, PIK3CG, TGFB1, KRAS, CBLB, NRAS, TGFBR1",0.180456064458131,0.106238237942057,FALSE
"GSE12790","Log2FC","KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.54755,1.61,0.0358,1307,0.256,"BHLHE41, NPAS2",1.44611697335613,0.59176003468815,FALSE
"GSE12790","Log2FC","KEGG_CITRATE_CYCLE_TCA_CYCLE",-0.48203,-1.62,0.0422,14986,1,"ACO1, ACO2, CS, SDHB, PDHA1, MDH2, FH, SUCLG1, PCK2, IDH3B, PCK1, ACLY, IDH3G, IDH2, PDHB, PDHA2, SDHC, PC, OGDHL",1.37468754903833,0,FALSE
"GSE12790","Log2FC","KEGG_COLORECTAL_CANCER",0.30999,0.903,0.594,2664,0.734,"RAC2, TGFBR2, PIK3CD, TGFB2, TCF7L1, TCF7, AKT3, SMAD3, PIK3CG, TGFB1",0.226213555018806,0.134303940083929,FALSE
"GSE12790","Log2FC","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.54377,1.59,0.0288,4714,0.268,"C3, PLAU, F3, PLAT, SERPINE1, CFH, C1S, PROC, PLAUR, SERPING1, C1QA, C1R, SERPINF2, CD59, F9, CFI, C9, MBL2, C6, CPB2, F13B, FGG, CFB, C7, C3AR1, TFPI",1.54060751224077,0.571865205971211,FALSE
"GSE12790","Log2FC","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.47997,1.4,0.0774,4584,0.283,"LDHB, IL4I1, MTAP, CTH, CBS, LDHAL6B, CDO1, DNMT1, MAT2B",1.11125903931711,0.54821356447571,FALSE
"GSE12790","Log2FC","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.53509,1.56,0.0256,4061,0.231,"INHBA, CXCL1, TNFRSF11B, CXCL8, IL1R2, CXCL11, MET, TSLP, TNFRSF21, IL6, IL18, CXCL6, IL7R, IL1A, CXCL5, BMP2, CCL5, LIF, TNFSF10, IL1B, TGFBR2, CXCL16, CCL20, EGFR, VEGFC, IL15, IL20RA, IL11, IL4R, IL15RA, IL7, CXCL3, CSF2, KDR, OSMR, KIT, IL20RB, IL1RAP, FAS, CCR3, TNF, INHBE, TGFB2, IFNLR1, TNFRSF1B, IL5, IFNA4, CSF2RA, CXCL2, CTF1, PPBP, IL22RA1, CCL8, CXCL10, XCL1, IL24, CD70, TNFRSF25, CD40, TNFRSF14, IFNK, TNFRSF17, IL21, CLCF1, TNFSF15, IL2RG, CSF1R, TGFB1, IFNGR1, IL3, TNFSF11, IL12RB1, IL18R1, IL12A, LTB, IFNE, IFNA7, TNFRSF10D, TNFSF4, CCL18, EGF, TNFRSF8, RELT, CCR9, PDGFRB, TNFSF13B, IL23A, PDGFC, TGFBR1, CCL22, IFNGR2",1.59176003468815,0.636388020107856,TRUE
"GSE12790","Log2FC","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.52134,1.51,0.0635,2491,0.224,"IL6, IL18, AIM2, CCL5, CASP1, IL1B, PYCARD, IFNA4, CXCL10, DDX58",1.19722627470802,0.649751981665837,FALSE
"GSE12790","Log2FC","KEGG_DILATED_CARDIOMYOPATHY",0.4373,1.25,0.169,4450,0.365,"ITGA4, ITGB4, ITGA6, ITGA2, RYR2, ADCY7, ITGB8, DMD, ITGA3, ITGA5, TNF, TPM2, TGFB2, MYL2, SLC8A1, ITGA1, TGFB1, ITGB1, TPM4, CACNG7, CACNA2D1, CACNA1S, SGCB, ADCY3, PRKACG, PLN, MYBPC3, MYH7, ADCY8, LAMA2",0.772113295386326,0.437707135543525,FALSE
"GSE12790","Log2FC","KEGG_DNA_REPLICATION",-0.20164,-0.683,0.919,4467,1,"PRIM2, RNASEH2B, RNASEH1, RPA1, POLD1, RFC4, RFC3, RFC1, POLD4, RPA4, MCM3, DNA2, PRIM1, RNASEH2A, RPA3, POLE, LIG1, SSBP1, MCM5, POLE4, MCM7, MCM2, RFC5, POLE2, POLD3, RNASEH2C, RPA2, MCM4, FEN1, PCNA, POLD2, POLA1, POLE3, POLA2, RFC2, MCM6",0.0366844886138887,0,FALSE
"GSE12790","Log2FC","KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.53944,1.58,0.0367,4875,0.238,"ETS1, EGFR, ETS2, NOTCH3, ETV7, PIWIL4, KRAS, ETV6, SPIRE1, SOS1, NOTCH4",1.43533393574791,0.623423042943488,TRUE
"GSE12790","Log2FC","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.39249,1.14,0.263,5142,0.498,"GSTP1, ALDH1A3, ALDH3A1, MAOA, MGST1, ALDH3B1, UGT1A6, ADH1C, FMO3, GSTO1, ADH1B, ADH7, CYP3A4, CYP2E1, CYP2A7, ADH4, CYP3A5, MGST2, CYP2B6, CYP2D6, CYP2C8",0.580044251510242,0.302770657240282,FALSE
"GSE12790","Log2FC","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.39861,1.17,0.228,2219,0.46,"CDA, UPP1, XDH, DPYD, UGT1A6, TYMP",0.642065152999546,0.337242168318426,FALSE
"GSE12790","Log2FC","KEGG_ECM_RECEPTOR_INTERACTION",0.6294,1.84,0.00942,2866,0.208,"LAMC2, LAMB3, COL6A2, COL4A1, ITGA4, CD44, ITGB4, ITGA6, COL5A2, COL6A3, ITGA2, HSPG2, COL4A2, SV2A, COL6A1, LAMA4, COL4A6, LAMB1, ITGB8, COL1A2, ITGA3, LAMA3, ITGA5, FN1, THBS1, LAMC1, COMP, THBS2, ITGA1, TNXB, ITGB1, TNC",2.02594909720712,0.681936665037238,TRUE
"GSE12790","Log2FC","KEGG_ENDOCYTOSIS",0.26906,0.765,0.8,2564,0.875,"MET, ADRB2, EHD2, EGFR, RAB31, ARAP3, SH3KBP1, DNM1, HLA-G, KDR, HLA-A, KIT, PLD1, HLA-B, HLA-F, CBLC, ARRB2, HLA-C, HSPA2, HLA-E, ASAP1, IL2RG, CSF1R, CHMP1B",0.0969100130080564,0.0579919469776868,FALSE
"GSE12790","Log2FC","KEGG_ENDOMETRIAL_CANCER",0.28432,0.835,0.705,5328,0.813,"EGFR, PIK3CD, TCF7L1, TCF7, CTNNA2, AKT3, PIK3CG, FOXO3, KRAS, EGF, NRAS, MLH1, SOS1, CTNNA3, MYC, CDH1, CTNNB1",0.151810883008601,0.0899094544059319,FALSE
"GSE12790","Log2FC","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.46544,1.35,0.115,1897,0.312,"CXCL1, CXCL8, MET, LYN, CCL5, PTPRZ1, EGFR, MAPK13, HBEGF, TCIRG1, MAP3K14",0.939302159646388,0.505845405981557,FALSE
"GSE12790","Log2FC","KEGG_ERBB_SIGNALING_PATHWAY",0.33451,0.967,0.493,3707,0.667,"EREG, TGFA, EGFR, PIK3CD, NRG4, PAK3, PAK6, HBEGF, CBLC, STAT5A, AKT3, PRKCA, NRG1, AREG, PIK3CG, KRAS, EGF, CBLB, NRAS",0.30715308072277,0.175874166083451,FALSE
"GSE12790","Log2FC","KEGG_ETHER_LIPID_METABOLISM",0.44868,1.29,0.128,2016,0.345,"PLA2G4A, AGPS, PLA2G7, PLD1, PLA2G1B, LPCAT2, PLA2G2F",0.892790030352132,0.462180904926726,FALSE
"GSE12790","Log2FC","KEGG_FATTY_ACID_METABOLISM",0.38434,1.12,0.293,7056,0.511,"ACSL5, ACSL4, EHHADH, ACADVL, ADH1C, ALDH2, ADH1B, ACADL, ADH7, CYP4A11, ACADS, ADH4, ACAT2, ECI2, ALDH3A2, GCDH, ACAT1, ALDH1B1, ACADM, HADHB",0.533132379645891,0.291579099865287,FALSE
"GSE12790","Log2FC","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.39577,1.15,0.257,3707,0.484,"PLA2G4A, RAC2, LYN, CSF2, PIK3CD, PLA2G1B, TNF, MAPK13, IL5, FYN, SYK, AKT3, PLA2G2F, PRKCA, GAB2, PIK3CG, IL3, KRAS, VAV1, NRAS",0.590066876668705,0.315154638355588,FALSE
"GSE12790","Log2FC","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.35861,1.04,0.375,4326,0.592,"PLA2G4A, RAC2, LYN, MYO10, DNM1, MARCKS, PIK3CD, PLD1, NCF1, SYK, AKT3, PRKCA, GAB2, ASAP1, PIK3CG, ARPC1B, PLA2G4D, DOCK2, FCGR1A, VAV1, DNM3, CFL2, PLPP2, WASF2",0.425968732272281,0.22767829327708,FALSE
"GSE12790","Log2FC","KEGG_FOCAL_ADHESION",0.52221,1.52,0.0496,2589,0.244,"LAMC2, CAV1, LAMB3, CAV2, RAC2, COL6A2, COL4A1, MET, ITGA4, ITGB4, ITGA6, COL5A2, COL6A3, ITGA2, BIRC3, COL4A2, COL6A1, LAMA4, EGFR, VEGFC, COL4A6, LAMB1, ITGB8, COL1A2, ITGA3, KDR, PIK3CD, MYL9, LAMA3, PARVB, ITGA5, PAK3, PAK6, FN1, THBS1, FLNC, MYL2, FYN, AKT3, LAMC1, PXN, PRKCA, RASGRF1, ACTN4, COMP, THBS2, ITGA1, MYLPF, PIK3CG, TNXB",1.3045183235098,0.612610173661271,TRUE
