"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"HCC827","Pearson.est","EGFR inhibitor",-0.87589,-2.19,0,1339,0.00899,"brigatinib, GW.583340, BIBX.1382, CUDC.101, PD.153035, rociletinib, WZ8040, icotinib, AEE788, TAK.285, BIBU.1361, CP.724714, gefitinib, WZ.4002, ARRY.334543, AST.1306, BMS.599626, tucatinib, vandetanib, PD.168393, XL.647, erlotinib, neratinib, lapatinib, BMS.690514, dacomitinib, AZD8931, osimertinib, poziotinib, canertinib, pelitinib, afatinib",Inf,2.04624030826677,TRUE
"HCC827","Pearson.est","Abl kinase inhibitor",-0.53942,-1.35,0.172,1415,0.436,"dasatinib, bosutinib, ZM.306416",0.764471553092451,0.360513510731414,FALSE
"HCC827","Pearson.est","acetylcholine receptor agonist",0.35021,0.857,0.63,434,0.894,"tremorine, nicotine, nefiracetam",0.200659450546418,0.0486624812040823,FALSE
"HCC827","Pearson.est","acetylcholine receptor antagonist",0.65991,1.57,0.0344,444,0.36,"dicycloverine, methscopolamine, iododexetimide, darifenacin, diphemanil",1.46344155742847,0.443697499232713,FALSE
"HCC827","Pearson.est","adenosine receptor antagonist",-0.50206,-1.25,0.224,1354,0.514,"MRS.1220, CGS.15943",0.649751981665837,0.289036881004724,FALSE
"HCC827","Pearson.est","adrenergic receptor agonist",-0.33107,-0.828,0.649,1133,0.965,"epinephrine, midodrine, metaraminol, isoxsuprine",0.187755303199631,0.0154726866562074,FALSE
"HCC827","Pearson.est","adrenergic receptor antagonist",0.2948,0.737,0.797,406,0.947,"metoprolol, atenolol......, levobunolol, carvedilol, idazoxan, oxprenolol, atenolol....",0.0985416786038876,0.0236500209967266,FALSE
"HCC827","Pearson.est","AKT inhibitor",-0.53725,-1.32,0.183,1070,0.446,"palomid.529, GSK2110183, AZD5363, A.674563, CCT128930, GDC.0068, uprosertib, triciribine",0.737548910269571,0.350665141287858,FALSE
"HCC827","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.61832,-1.53,0.071,1280,0.326,"NVP.TAE684, CEP.37440, brigatinib, GW.788388, AP26113, AZD3463",1.14874165128092,0.486782399932061,FALSE
"HCC827","Pearson.est","androgen receptor antagonist",0.44791,1.1,0.342,553,0.757,"nilutamide, flutamide, bicalutamide",0.465973893943865,0.120904120499927,FALSE
"HCC827","Pearson.est","antioxidant",0.44847,1.11,0.328,496,0.768,"taurine, chlorogenic.acid",0.484126156288321,0.114638779968488,FALSE
"HCC827","Pearson.est","AP inhibitor",0.48078,1.16,0.287,351,0.694,"idronoxil, GDC.0152, LCL.161, birinapant",0.542118103266008,0.158640529545145,FALSE
"HCC827","Pearson.est","ATPase inhibitor",0.62145,1.54,0.058,417,0.336,"digoxin, oligomycin.a, digitoxigenin, digitoxin, blebbistatin...., evodiamine, ouabain, NMS.873",1.23657200643706,0.473660722610156,FALSE
"HCC827","Pearson.est","Aurora kinase inhibitor",0.26912,0.644,0.902,227,1,"MK.5108, barasertib, barasertib.HQPA, SNS.314",0.0447934624580583,0,FALSE
"HCC827","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.24339,0.6,0.929,426,1,"valnemulin, radezolid, josamycin",0.0319842860063582,0,FALSE
"HCC827","Pearson.est","bacterial DNA gyrase inhibitor",-0.24101,-0.606,0.912,1331,0.94,"finafloxacin",0.0400051616715838,0.0268721464003014,FALSE
"HCC827","Pearson.est","BCL inhibitor",0.4275,1.03,0.397,265,0.751,"ABT.737, TW.37, gossypol, venetoclax",0.401209493236885,0.124360062995832,FALSE
"HCC827","Pearson.est","Bcr.Abl kinase inhibitor",-0.44138,-1.11,0.329,1415,0.68,"dasatinib, bosutinib",0.482804102050026,0.167491087293764,FALSE
"HCC827","Pearson.est","benzodiazepine receptor agonist",0.24458,0.587,0.927,529,1,"bentazepam, indiplon, zaleplon, nefiracetam, CL.218872, lorazepam",0.0329202658555029,0,FALSE
"HCC827","Pearson.est","bromodomain inhibitor",-0.26859,-0.659,0.849,919,0.944,"PFI.1, OTX015, I.BET151, I.BET.762, JQ1....",0.0710923097560473,0.025028005701931,FALSE
"HCC827","Pearson.est","calcium channel blocker",0.49347,1.2,0.266,103,0.674,"carboxyamidotriazole, pranidipine, mibefradil",0.575118363368933,0.17134010346468,FALSE
"HCC827","Pearson.est","CC chemokine receptor antagonist",0.35363,0.871,0.612,326,0.893,"SB.225002, UNBS.5162",0.213248577854439,0.0491485411114536,FALSE
"HCC827","Pearson.est","CDK inhibitor",0.17028,0.423,0.996,693,0.995,"abemaciclib, dinaciclib, NU6027, palbociclib, P276.00, R547, indirubin, BMS.387032, AZD5438, PHA.848125, ribociclib",0.00174066157630127,0.00217691925427455,FALSE
"HCC827","Pearson.est","CHK inhibitor",-0.45868,-1.1,0.35,1210,0.658,"CHIR.124, LY2603618",0.455931955649724,0.181774106386044,FALSE
"HCC827","Pearson.est","cyclooxygenase inhibitor",-0.2862,-0.697,0.815,1240,0.926,"tryptanthrin, FK.3311, ketoprofen, aspirin, phenazone, ramifenazone",0.0888423912600234,0.0333890133180656,FALSE
"HCC827","Pearson.est","cytochrome P450 inhibitor",0.67592,1.64,0.0409,474,0.825,"metyrapone, clotrimazole, cobicistat, morin, itraconazole, eplerenone, PF.4981517",1.38827669199266,0.0835460514500749,FALSE
"HCC827","Pearson.est","DNA alkylating agent",0.47989,1.17,0.288,244,0.705,"carboplatin, carmustine, dianhydrogalactitol, TH.302, temozolomide, streptozotocin, cisplatin",0.540607512240769,0.151810883008601,FALSE
"HCC827","Pearson.est","DNA inhibitor",0.51846,1.26,0.206,153,0.618,"pibenzimol, carboplatin, chlorambucil, carmustine, valrubicin",0.686132779630847,0.209011524911184,FALSE
"HCC827","Pearson.est","DNA methyltransferase inhibitor",-0.43421,-1.08,0.346,1262,0.655,"azacitidine, SGI.1027, fdcyd, decitabine",0.460923901207223,0.183758700008217,FALSE
"HCC827","Pearson.est","DNA polymerase inhibitor",0.27659,0.681,0.861,206,1,"menadione, foscarnet",0.0649968485463452,0,FALSE
"HCC827","Pearson.est","DNA synthesis inhibitor",0.56241,1.39,0.115,430,0.522,"altretamine, artemisinin, cisplatin, cyclocytidine, azodicarbonamide, nelarabine, artesunate, estramustine.phosphate",0.939302159646388,0.282329496997738,FALSE
"HCC827","Pearson.est","dopamine receptor antagonist",0.3726,0.922,0.531,151,0.852,"raclopride, paliperidone, amisulpride, isofloxythepin",0.274905478918531,0.0695604052332999,FALSE
"HCC827","Pearson.est","estrogen receptor agonist",-0.23101,-0.588,0.923,1167,0.926,"ethinyl.estradiol, levonorgestrel",0.0347982989740879,0.0333890133180656,FALSE
"HCC827","Pearson.est","estrogen receptor antagonist",0.30921,0.742,0.776,222,0.962,"fulvestrant, danazol",0.110138278741812,0.0168249279621871,FALSE
"HCC827","Pearson.est","FGFR inhibitor",0.53219,1.29,0.185,479,0.627,"erdafitinib, dovitinib, orantinib, regorafenib, lenvatinib, nintedanib",0.732828271596986,0.202732459169284,FALSE
"HCC827","Pearson.est","FLT3 inhibitor",0.32677,0.777,0.732,671,0.932,"dovitinib, TG.101348, GTP.14564, ENMD.2076, ponatinib, tyrphostin.AG.1296, tozasertib, sunitinib, KW.2449, sorafenib, gilteritinib",0.135488918941608,0.0305840876460186,FALSE
"HCC827","Pearson.est","glucocorticoid receptor agonist",0.32466,0.778,0.708,404,0.954,"piretanide, dexamethasone.acetate, halcinonide, triamcinolone, prednisolone.hemisuccinate, flumethasone.pivalate, deflazacort, fluticasone.propionate",0.149966742310231,0.0204516252959049,FALSE
"HCC827","Pearson.est","glutamate receptor antagonist",0.43596,1.08,0.353,237,0.766,"felbamate, MTPG, CPP, ACDPP",0.452225294612177,0.115771230367396,FALSE
"HCC827","Pearson.est","glycogen synthase kinase inhibitor",-0.30594,-0.755,0.735,1403,0.94,"LY2090314",0.133712660915805,0.0268721464003014,FALSE
"HCC827","Pearson.est","growth factor receptor inhibitor",-0.48037,-1.2,0.241,1047,0.559,"GSK1904529A, GSK1838705A, AZD3463",0.617982957425132,0.252588192113577,FALSE
"HCC827","Pearson.est","HCV inhibitor",0.55059,1.34,0.158,201,0.598,"mericitabine, Ro.9187",0.801342913045577,0.223298816011589,FALSE
"HCC827","Pearson.est","HDAC inhibitor",-0.31618,-0.786,0.659,999,0.921,"chidamide, trichostatin.a, belinostat, vorinostat, RG2833, SB.939, PCI.24781, mocetinostat, tacedinaline, givinostat, panobinostat, JNJ.26481585",0.18111458540599,0.0357403698031511,FALSE
"HCC827","Pearson.est","histamine receptor antagonist",-0.29748,-0.752,0.746,1326,0.91,"ebastine, terfenadine, zolantidine, ranitidine",0.127261172527331,0.0409586076789064,FALSE
"HCC827","Pearson.est","HMGCR inhibitor",0.92284,2.27,0,26,0.00108,"atorvastatin, mevastatin, fluvastatin, pitavastatin",Inf,2.96657624451305,TRUE
"HCC827","Pearson.est","HSP inhibitor",-0.62481,-1.6,0.0696,1223,0.315,"guanidine, XL888, KW.2478, PU.H71, alvespimycin, VER.49009, BIIB021, tanespimycin",1.15739076038944,0.501689446210399,FALSE
"HCC827","Pearson.est","JAK inhibitor",-0.32706,-0.792,0.67,1327,0.949,"LY2784544, CEP.33779, ruxolitinib",0.173925197299174,0.0227337875727074,FALSE
"HCC827","Pearson.est","KIT inhibitor",0.23204,0.556,0.949,409,0.991,"pazopanib, motesanib, cediranib, regorafenib, KI.8751, lenvatinib",0.0227337875727074,0.00392634551472468,FALSE
"HCC827","Pearson.est","MDM inhibitor",0.65014,1.58,0.0556,70,0.48,"AMG.232, idasanutlin, nutlin.3",1.25492520841794,0.318758762624413,FALSE
"HCC827","Pearson.est","MEK inhibitor",-0.57674,-1.46,0.0989,1087,0.316,"PD.98059, PD.0325901, selumetinib, MEK1.2.inhibitor, PD.198306, refametinib, AS.703026, AZD8330, PD.184352, TAK.733, Ro.4987655, trametinib",1.00480370840282,0.500312917381596,FALSE
"HCC827","Pearson.est","MET inhibitor",-0.57239,-1.47,0.0804,1150,0.333,"PF.04217903, LY2801653, INC.280",1.09474395125155,0.47755576649368,FALSE
"HCC827","Pearson.est","microtubule inhibitor",0.41152,1.01,0.434,430,0.738,"secnidazole, vinblastine, triclabendazole, vinflunine, estramustine.phosphate",0.362510270487489,0.131943638176958,FALSE
"HCC827","Pearson.est","mTOR inhibitor",0.25857,0.635,0.882,551,1,"ku.0063794, XL388, OSI.027, SB.2343, torin.1, deforolimus, AZD2014, WAY.600, MLN0128, PF.04691502, LY3023414, PI.103",0.0545314148681803,0,FALSE
"HCC827","Pearson.est","NFkB pathway inhibitor",0.49243,1.21,0.233,506,0.688,"BAY.11.7082, betulinic.acid, parthenolide, tyloxapol, curcumin, IKK.2.inhibitor.V, EVP4593",0.632644078973981,0.162411561764489,FALSE
"HCC827","Pearson.est","opioid receptor agonist",-0.28724,-0.701,0.823,1350,0.954,"ADL5859",0.0846001647877302,0.0204516252959049,FALSE
"HCC827","Pearson.est","p38 MAPK inhibitor",-0.77205,-1.92,0.00227,1128,0.0562,"talmapimod, CMPD.1, SB.242235, VX.702, SB.239063, TAK.715",2.64397414280688,1.25026368443094,TRUE
"HCC827","Pearson.est","PARP inhibitor",0.42298,1.01,0.441,466,0.738,"AG.14361, endo.IWR.1, AZD2461, talazoparib",0.355561410532161,0.131943638176958,FALSE
"HCC827","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.36762,0.886,0.609,505,0.893,"pazopanib, dovitinib, motesanib, orantinib, CP.673451, SU014813, axitinib, regorafenib, KI.8751, linifanib, lenvatinib, ponatinib, nintedanib, telatinib",0.215382707367125,0.0491485411114536,FALSE
"HCC827","Pearson.est","phosphatase inhibitor",0.59026,1.43,0.112,164,0.478,"bis.maltolato.oxovanadium.IV., GSK2830371, menadione, BVT.948",0.950781977329818,0.320572103387881,FALSE
"HCC827","Pearson.est","phosphodiesterase inhibitor",0.41996,1.03,0.421,61,0.751,"anagrelide, GSK256066",0.375717904164332,0.124360062995832,FALSE
"HCC827","Pearson.est","PI3K inhibitor",-0.25894,-0.654,0.878,1303,0.92,"PIK.75, TG.100713, CH5132799, alpelisib, taselisib",0.0565054840938974,0.0362121726544447,FALSE
"HCC827","Pearson.est","PLK inhibitor",-0.33737,-0.835,0.617,1145,0.996,"BI.2536, HMN.214, NMS.1286937",0.209714835966758,0.00174066157630127,FALSE
"HCC827","Pearson.est","potassium channel blocker",0.42736,1.04,0.421,253,0.788,"mepivacaine, dofetilide",0.375717904164332,0.103473782510445,FALSE
"HCC827","Pearson.est","PPAR receptor agonist",0.44061,1.07,0.383,21,0.756,"clofibrate",0.416801226031377,0.121478204498793,FALSE
"HCC827","Pearson.est","progesterone receptor agonist",0.52352,1.28,0.188,261,0.609,"norethindrone, tanaproget, norethindrone.acetate, danazol, norgestrel",0.72584215073632,0.215382707367125,FALSE
"HCC827","Pearson.est","proteasome inhibitor",0.53942,1.32,0.161,144,0.598,"MG.132, oprozomib",0.79317412396815,0.223298816011589,FALSE
