"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"PPAR receptor agonist",0.760733333333333,1.23032280704042,0.000167330222373428,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,3,"H2009, H2126, A549",0.000992029175499609
"BCL inhibitor",0.635533333333333,0.752433657888727,0.836561136257018,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999999633811902
"estrogen receptor antagonist",0.6348,0.7965995767726,0.619806679699137,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H460",0.843343515000466
"glutamate receptor antagonist",0.5856,0.638297042360149,0.984847949720954,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999999633811902
"bromodomain inhibitor",0.552333333333333,1.53481793553441,1.67475661741983e-07,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,7,"H1650, H1975, H2126, H3255, A549, HCC15, H520",4.63349330819487e-06
"NFkB pathway inhibitor",0.551266666666667,0.897440763398634,0.574122739243052,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.843343515000466
"progesterone receptor agonist",0.452733333333333,1.12256469534637,0.0792067067259401,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.156527539482215
"RAF inhibitor",0.436466666666667,1.45366963562008,8.20395628825395e-05,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"HCC95, H2009, H3255, H358",0.000619025792659162
"MEK inhibitor",0.3912,1.29333330142366,0.0059568926836002,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"H2126, A549, H1299, H1703",0.0164807364246272
"calcium channel blocker",0.324666666666667,0.894768658582179,0.936575671507874,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999999633811902
"AP inhibitor",0.305666666666667,1.14347419651483,0.179090655280002,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"HCC95, H1299",0.323141834526961
"HCV inhibitor",0.291133333333333,1.16472607856751,0.125385739920975,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.236523100305476
"dopamine receptor antagonist",0.2814,1.08058831859581,0.296291719929497,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H460",0.496090517959968
"sodium channel blocker",0.2742,0.998864226437779,0.688490569239473,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.892886206982442
"glucocorticoid receptor agonist",0.2734,1.00843271607834,0.686856431286151,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.892886206982442
"glycogen synthase kinase inhibitor",0.2528,0.929019006417907,0.924657451668142,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999999633811902
"DNA inhibitor",0.230533333333333,1.03882583901707,0.60109875844015,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.843343515000466
"MDM inhibitor",0.219,1.52620547203093,0.00173738654258836,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,5,"HCC95, H1975, H2009, H2126, H358",0.00721015415174168
"acetylcholine receptor agonist",0.215,1.04121165681417,0.611873052665853,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.843343515000466
"acetylcholine receptor antagonist",0.212466666666667,1.55783127028143,6.62298560136289e-05,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,5,"H1650, H1975, H2009, H3255, H520",0.000587172288938228
"CC chemokine receptor antagonist",0.193866666666667,1.04814024870357,0.55328735014189,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.834960910214125
"phosphatase inhibitor",0.179266666666667,1.23307521880788,0.0535737707699486,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.111165574347643
"adenosine receptor antagonist",0.1662,1.44916508967849,0.0019634659533549,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"H2126, A549, HCC44, H1299",0.00776036543468841
"TGF beta receptor inhibitor",0.164666666666667,1.47375345227594,0.00124386255483483,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"A549, HCC44, H1299, H520",0.00543371537112055
"AKT inhibitor",0.135733333333333,1.39017144197946,0.00279190287394992,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"A549, H1299",0.00965533077241016
"ribonucleotide reductase inhibitor",0.1266,1.42980846869182,0.000192611444883826,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2009, H2126",0.00106578332835717
"cytochrome P450 inhibitor",0.0991999999999999,1.65722863324803,0.000210499844621686,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,5,"H1975, H2009, H3255, H460, H520",0.001091967943975
"FGFR inhibitor",0.0948666666666667,1.25242809127292,0.0316161189959459,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1299",0.0690562599121975
"serotonin receptor antagonist",0.0828,1.19390052229776,0.0976336162332552,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.18845558482233
