"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"MDM inhibitor",2.14666666666667,0.0503322295684717,NA,"GSE12790, GSE31625, Coldren et al",3,3,"GSE12790, GSE31625, Coldren et al",NA
"sterol demethylase inhibitor",1.38666666666667,0.416813307529082,0.010345636129814,"GSE12790, GSE31625, Coldren et al",3,1,"GSE12790",0.119713789502134
"FLT3 inhibitor",1.37433333333333,0.349322677954543,0.023597478013491,"GSE12790, GSE31625, Coldren et al",3,0,"",0.165340424169999
"ribonucleotide reductase inhibitor",1.36566666666667,0.373384966667558,0.0235585715825658,"GSE12790, GSE31625, Coldren et al",3,0,"",0.165340424169999
"RAF inhibitor",1.35833333333333,0.372704082796705,0.0206048682585458,"GSE12790, GSE31625, Coldren et al",3,1,"GSE31625",0.165340424169999
"PARP inhibitor",1.32666666666667,0.0702376916856849,0.0704098242875693,"GSE12790, GSE31625, Coldren et al",3,0,"",0.291413422411389
"DNA inhibitor",1.31666666666667,0.257358375292768,0.0744046133712215,"GSE12790, GSE31625, Coldren et al",3,0,"",0.291413422411389
"thymidylate synthase inhibitor",1.30966666666667,0.60148178138106,0.456873029473853,"GSE12790, GSE31625, Coldren et al",3,1,"Coldren et al",0.75523908953841
"Aurora kinase inhibitor",1.30333333333333,0.183393929379719,0.0646135607031861,"GSE12790, GSE31625, Coldren et al",3,0,"",0.290761023164338
"acetylcholine receptor agonist",1.26,0.147309198626562,0.110483164838256,"GSE12790, GSE31625, Coldren et al",3,0,"",0.357965454075951
"antioxidant",1.251,0.308501215556762,0.0820746207912007,"GSE12790, GSE31625, Coldren et al",3,0,"",0.302183831094875
"CC chemokine receptor antagonist",1.23666666666667,0.172433562085034,0.13248906461371,"GSE12790, GSE31625, Coldren et al",3,0,"",0.383838676566381
"potassium channel blocker",1.22,0.0721110255092798,0.201771775417744,"GSE12790, GSE31625, Coldren et al",3,0,"",0.46695753739535
"BCL inhibitor",1.172,0.222243110129426,0.211785491605301,"GSE12790, GSE31625, Coldren et al",3,0,"",0.476517356111927
"serotonin receptor agonist",1.15866666666667,0.367267386699845,0.1594866395273,"GSE12790, GSE31625, Coldren et al",3,0,"",0.43061392672371
"DNA synthesis inhibitor",1.14966666666667,0.382805868990188,0.172730012687971,"GSE12790, GSE31625, Coldren et al",3,0,"",0.437222844616427
"phosphatase inhibitor",1.14666666666667,0.140118997046558,0.282499826027809,"GSE12790, GSE31625, Coldren et al",3,0,"",0.544821093053631
"androgen receptor antagonist",1.143,0.300561141866343,0.21887597483729,"GSE12790, GSE31625, Coldren et al",3,0,"",0.47916091788704
"protein synthesis inhibitor",1.13933333333333,0.209478718091679,0.247157589313257,"GSE12790, GSE31625, Coldren et al",3,0,"",0.521365104914305
"DNA alkylating agent",1.136,0.249415316289918,0.266623997127525,"GSE12790, GSE31625, Coldren et al",3,0,"",0.526744969934867
"HCV inhibitor",1.10733333333333,0.281746931364537,0.294959567007072,"GSE12790, GSE31625, Coldren et al",3,0,"",0.555621509943555
"FGFR inhibitor",1.09833333333333,0.382764070065796,0.254352052198402,"GSE12790, GSE31625, Coldren et al",3,0,"",0.521365104914305
"serotonin receptor antagonist",1.07833333333333,0.235283516918065,0.322722675011014,"GSE12790, GSE31625, Coldren et al",3,0,"",0.594103106270275
"RET tyrosine kinase inhibitor",1.01633333333333,0.108859236325327,0.529293518522628,"GSE12790, GSE31625, Coldren et al",3,0,"",0.808920283025149
"ATPase inhibitor",0.996333333333333,0.307197547733268,0.50384621764204,"GSE12790, GSE31625, Coldren et al",3,0,"",0.799917370466552
"JAK inhibitor",0.948333333333333,0.22618208004467,0.64186893984114,"GSE12790, GSE31625, Coldren et al",3,0,"",0.912129546090042
"CDK inhibitor",0.943666666666667,0.187163921024682,0.676875746286401,"GSE12790, GSE31625, Coldren et al",3,0,"",0.945291990503422
