"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"transcriptomics","Pearson.est","EGFR inhibitor",-0.82471,-2.33,0,1374,0.00707,"CUDC.101, AEE788, BIBU.1361, PD.153035, TAK.285, vandetanib, BIBX.1382, rociletinib, CP.724714, pelitinib, icotinib, GW.583340, WZ8040, erlotinib, afatinib, ARRY.334543, PD.168393, dacomitinib, gefitinib, XL.647, BMS.690514, neratinib, lapatinib, osimertinib, poziotinib, AZD8931, canertinib, tucatinib",Inf,2.1505805862031,TRUE
"transcriptomics","Pearson.est","Abl kinase inhibitor",0.60551,1.46,0.0537,225,0.308,"GZD824, KW.2449, ponatinib, tozasertib, flumatinib, nilotinib",1.27002571430044,0.511449283499556,FALSE
"transcriptomics","Pearson.est","acetylcholine receptor agonist",0.58097,1.4,0.0907,502,0.302,"oxiracetam, xanomeline, pilocarpine, tremorine",1.0423927129399,0.519993057042849,FALSE
"transcriptomics","Pearson.est","acetylcholine receptor antagonist",0.30262,0.727,0.816,803,0.991,"iododexetimide, methscopolamine, darifenacin",0.0883098412461389,0.00392634551472468,FALSE
"transcriptomics","Pearson.est","adenosine receptor antagonist",-0.55714,-1.54,0.0703,1427,0.249,"MRS.1220, CGS.15943",1.15304467498018,0.603800652904264,FALSE
"transcriptomics","Pearson.est","adrenergic receptor agonist",-0.22191,-0.617,0.938,318,0.973,"buphenine, clenbuterol, oxymetazoline, midodrine, lidamidine, ritodrine, isoxsuprine, norepinephrine, isoetharine, terbutaline, metaraminol, epinephrine, A61603, methyldopa, xylazine",0.0277971616209356,0.0118871597316481,FALSE
"transcriptomics","Pearson.est","adrenergic receptor antagonist",0.44946,1.08,0.376,525,0.664,"oxprenolol, idazoxan, atipamezole, carvedilol, naftidrofuryl, vincamine, levobunolol, metoprolol",0.424812155072339,0.177831920631982,FALSE
"transcriptomics","Pearson.est","AKT inhibitor",-0.58362,-1.7,0.0408,1336,0.212,"triciribine, CCT128930, GSK2110183, uprosertib, GDC.0068",1.38933983691012,0.673664139071249,TRUE
"transcriptomics","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.34351,0.831,0.683,148,0.91,"DMH1, AZD3463",0.165579296318467,0.0409586076789064,FALSE
"transcriptomics","Pearson.est","androgen receptor antagonist",0.60467,1.46,0.063,480,0.308,"nilutamide, RU.58841, bicalutamide, cyproterone.acetate",1.20065945054642,0.511449283499556,FALSE
"transcriptomics","Pearson.est","antioxidant",0.51222,1.26,0.185,671,0.396,"trolox, mesna, chlorogenic.acid, benfotiamine, taurine",0.732828271596986,0.402304814074488,FALSE
"transcriptomics","Pearson.est","AP inhibitor",0.381,0.918,0.587,96,0.823,"idronoxil",0.231361898752386,0.0846001647877302,FALSE
"transcriptomics","Pearson.est","ATPase inhibitor",0.4364,1.05,0.405,323,0.711,"digoxin, evodiamine, blebbistatin...., ouabain, digitoxigenin, digitoxin",0.392544976785331,0.148130399270234,FALSE
