"Feature_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"KEGG_STEROID_BIOSYNTHESIS",1.915,0.162634559672906,0.00055771210444146,"transcriptomics, proteomics",2,0,"",0.0481248744140978
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",1.9,0.0424264068711927,0.00031063141532933,"transcriptomics, proteomics",2,0,"",0.0481248744140978
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",1.745,0.0212132034355964,0.000811093389001649,"transcriptomics, proteomics",2,0,"",0.0481248744140978
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",1.665,0.0353553390593274,0.00421214514840142,"transcriptomics, proteomics",2,0,"",0.180739850725518
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",1.64,0.0565685424949237,0.0052762844104609,"transcriptomics, proteomics",2,0,"",0.180739850725518
"KEGG_SULFUR_METABOLISM",1.63,0.0424264068711927,0.00812313935845023,"transcriptomics, proteomics",2,0,"",0.180739850725518
"KEGG_O_GLYCAN_BIOSYNTHESIS",1.55,0.183847763108502,0.0120637209774593,"transcriptomics, proteomics",2,0,"",0.238593592665305
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",1.44,0.226274169979695,0.0345737038844385,"transcriptomics, proteomics",2,0,"",0.426452007796741
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",1.425,0.304055915910215,0.0394053318733899,"transcriptomics, proteomics",2,0,"",0.438384317091462
"KEGG_THYROID_CANCER",1.37,0.339411254969543,0.0584786388133658,"transcriptomics, proteomics",2,0,"",0.47314535039905
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",1.335,0.37476659402887,0.0890930714912518,"transcriptomics, proteomics",2,0,"",0.553258940853094
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",1.335,0.0777817459305201,0.0738898001096948,"transcriptomics, proteomics",2,0,"",0.530934219074224
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",1.325,0.176776695296637,0.0945209125644261,"transcriptomics, proteomics",2,0,"",0.555495584209551
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",1.325,0.162634559672906,0.0745694127913236,"transcriptomics, proteomics",2,0,"",0.530934219074224
"KEGG_AXON_GUIDANCE",1.32,0.014142135623731,0.0583629485697244,"transcriptomics, proteomics",2,0,"",0.47314535039905
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",1.32,0.15556349186104,0.0867528881197107,"transcriptomics, proteomics",2,0,"",0.553258940853094
"KEGG_VEGF_SIGNALING_PATHWAY",1.3,0.29698484809835,0.0901376926108973,"transcriptomics, proteomics",2,0,"",0.553258940853094
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",1.3,0.226274169979695,0.109226659816485,"transcriptomics, proteomics",2,0,"",0.555495584209551
"KEGG_STARCH_AND_SUCROSE_METABOLISM",1.285,0.00707106781186548,0.0850094468556923,"transcriptomics, proteomics",2,0,"",0.553258940853094
"KEGG_TIGHT_JUNCTION",1.2815,0.450427019615831,0.107110659791508,"transcriptomics, proteomics",2,0,"",0.555495584209551
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",1.275,0.0212132034355964,0.113926575335333,"transcriptomics, proteomics",2,0,"",0.563303622491369
"KEGG_GALACTOSE_METABOLISM",1.2565,0.37264527368531,0.0717096362661234,"transcriptomics, proteomics",2,0,"",0.530934219074224
"KEGG_ETHER_LIPID_METABOLISM",1.245,0.162634559672906,0.128161900669198,"transcriptomics, proteomics",2,0,"",0.590071725079659
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",1.24,0.212132034355964,0.129715127102377,"transcriptomics, proteomics",2,0,"",0.590071725079659
"KEGG_ARACHIDONIC_ACID_METABOLISM",1.23,0.14142135623731,0.143446909799351,"transcriptomics, proteomics",2,0,"",0.590071725079659
"KEGG_CELL_ADHESION_MOLECULES_CAMS",1.225,0.205060966544099,0.155805455498562,"transcriptomics, proteomics",2,0,"",0.590071725079659
"KEGG_N_GLYCAN_BIOSYNTHESIS",1.225,0.134350288425444,0.151394455592676,"transcriptomics, proteomics",2,0,"",0.590071725079659
"KEGG_BLADDER_CANCER",1.21,0.127279220613579,0.159654976029578,"transcriptomics, proteomics",2,0,"",0.590256897648492
"KEGG_ECM_RECEPTOR_INTERACTION",1.18,0.0565685424949239,0.198123897439501,"transcriptomics, proteomics",2,0,"",0.608035409383296
"KEGG_PPAR_SIGNALING_PATHWAY",1.175,0.0353553390593274,0.1874606134089,"transcriptomics, proteomics",2,0,"",0.600085190357811
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",1.1735,0.249608693758851,0.140888956147711,"transcriptomics, proteomics",2,0,"",0.590071725079659
"KEGG_ADHERENS_JUNCTION",1.17,0.183847763108502,0.209260939218247,"transcriptomics, proteomics",2,0,"",0.611400535497208
"KEGG_ERBB_SIGNALING_PATHWAY",1.165,0.00707106781186548,0.209524902614212,"transcriptomics, proteomics",2,0,"",0.611400535497208
"KEGG_FOLATE_BIOSYNTHESIS",1.155,0.106066017177982,0.203889978860639,"transcriptomics, proteomics",2,0,"",0.611400535497208
